Incident ID,Start_Date_Time,Crime Name1,Police District Name,hour,weekday
201558899,2025-12-31 23:51:00,Crime Against Society,GERMANTOWN,23,Wednesday
201558165,2025-12-31 23:49:00,Crime Against Society,WHEATON,23,Wednesday
201558053,2025-12-31 23:44:00,Crime Against Society,GERMANTOWN,23,Wednesday
201558300,2025-12-31 23:40:00,Crime Against Property,SILVER SPRING,23,Wednesday
201558055,2025-12-31 23:30:00,Crime Against Society,MONTGOMERY VILLAGE,23,Wednesday
201558057,2025-12-31 23:07:00,Crime Against Person,ROCKVILLE,23,Wednesday
201558058,2025-12-31 23:02:00,Crime Against Society,ROCKVILLE,23,Wednesday
201558239,2025-12-31 23:01:00,Crime Against Society,SILVER SPRING,23,Wednesday
201558197,2025-12-31 22:56:00,Crime Against Society,TAKOMA PARK,22,Wednesday
201558047,2025-12-31 22:07:00,Crime Against Property,GERMANTOWN,22,Wednesday
201558416,2025-12-31 21:49:00,Crime Against Society,MONTGOMERY VILLAGE,21,Wednesday
201558416,2025-12-31 21:49:00,Crime Against Society,MONTGOMERY VILLAGE,21,Wednesday
201558181,2025-12-31 21:43:00,Crime Against Property,SILVER SPRING,21,Wednesday
201558045,2025-12-31 21:17:00,Crime Against Property,BETHESDA,21,Wednesday
201558040,2025-12-31 21:06:00,Crime Against Person,WHEATON,21,Wednesday
201558042,2025-12-31 21:01:00,Crime Against Property,BETHESDA,21,Wednesday
201558042,2025-12-31 21:01:00,Crime Against Property,BETHESDA,21,Wednesday
201558194,2025-12-31 21:00:00,Crime Against Person,BETHESDA,21,Wednesday
201558039,2025-12-31 20:50:00,Crime Against Society,MONTGOMERY VILLAGE,20,Wednesday
201558048,2025-12-31 20:42:00,Crime Against Property,ROCKVILLE,20,Wednesday
201558050,2025-12-31 20:29:00,Crime Against Society,WHEATON,20,Wednesday
201558134,2025-12-31 20:00:00,Crime Against Property,WHEATON,20,Wednesday
201558344,2025-12-31 20:00:00,Crime Against Property,MONTGOMERY VILLAGE,20,Wednesday
201558151,2025-12-31 19:46:00,Crime Against Society,WHEATON,19,Wednesday
201559123,2025-12-31 19:30:00,Crime Against Property,MONTGOMERY VILLAGE,19,Wednesday
201558051,2025-12-31 19:20:00,Crime Against Property,BETHESDA,19,Wednesday
201558142,2025-12-31 19:08:00,Crime Against Property,SILVER SPRING,19,Wednesday
201558142,2025-12-31 19:08:00,Crime Against Person,SILVER SPRING,19,Wednesday
201558573,2025-12-31 19:00:00,Crime Against Property,WHEATON,19,Wednesday
201558046,2025-12-31 18:43:00,Crime Against Society,ROCKVILLE,18,Wednesday
201558516,2025-12-31 18:30:00,Crime Against Society,GERMANTOWN,18,Wednesday
201558027,2025-12-31 18:28:00,Crime Against Person,GERMANTOWN,18,Wednesday
201558027,2025-12-31 18:28:00,Crime Against Society,GERMANTOWN,18,Wednesday
201558140,2025-12-31 18:01:00,Crime Against Society,BETHESDA,18,Wednesday
201558049,2025-12-31 18:00:00,Crime Against Property,BETHESDA,18,Wednesday
201558022,2025-12-31 18:00:00,Crime Against Property,SILVER SPRING,18,Wednesday
201558903,2025-12-31 18:00:00,Crime Against Property,GERMANTOWN,18,Wednesday
201558028,2025-12-31 17:53:00,Crime Against Person,GERMANTOWN,17,Wednesday
201558026,2025-12-31 17:50:00,Crime Against Property,WHEATON,17,Wednesday
201558038,2025-12-31 17:27:00,Crime Against Society,MONTGOMERY VILLAGE,17,Wednesday
201558031,2025-12-31 17:27:00,Crime Against Society,GERMANTOWN,17,Wednesday
201558024,2025-12-31 17:20:00,Crime Against Society,BETHESDA,17,Wednesday
201558138,2025-12-31 16:59:00,Crime Against Society,GERMANTOWN,16,Wednesday
201558035,2025-12-31 16:56:00,Crime Against Person,MONTGOMERY VILLAGE,16,Wednesday
201558052,2025-12-31 16:45:00,Crime Against Property,GERMANTOWN,16,Wednesday
201558168,2025-12-31 16:40:00,Crime Against Society,SILVER SPRING,16,Wednesday
201558018,2025-12-31 16:34:00,Crime Against Person,BETHESDA,16,Wednesday
201558041,2025-12-31 16:30:00,Crime Against Property,SILVER SPRING,16,Wednesday
201558032,2025-12-31 16:06:00,Crime Against Property,WHEATON,16,Wednesday
201558875,2025-12-31 15:30:00,Crime Against Person,MONTGOMERY VILLAGE,15,Wednesday
201558017,2025-12-31 15:23:00,Crime Against Person,MONTGOMERY VILLAGE,15,Wednesday
201558021,2025-12-31 15:15:00,Crime Against Not a Crime,BETHESDA,15,Wednesday
201559841,2025-12-31 15:00:00,Crime Against Property,BETHESDA,15,Wednesday
201559122,2025-12-31 15:00:00,Crime Against Property,WHEATON,15,Wednesday
201558044,2025-12-31 14:59:00,Crime Against Society,SILVER SPRING,14,Wednesday
201558013,2025-12-31 14:51:00,Crime Against Person,GERMANTOWN,14,Wednesday
201558231,2025-12-31 14:49:00,Crime Against Society,GERMANTOWN,14,Wednesday
201558157,2025-12-31 14:48:00,Crime Against Society,MONTGOMERY VILLAGE,14,Wednesday
201558015,2025-12-31 14:43:00,Crime Against Property,BETHESDA,14,Wednesday
201558006,2025-12-31 14:22:00,Crime Against Not a Crime,ROCKVILLE,14,Wednesday
201558160,2025-12-31 14:00:00,Crime Against Society,MONTGOMERY VILLAGE,14,Wednesday
201558338,2025-12-31 14:00:00,Crime Against Property,BETHESDA,14,Wednesday
201558338,2025-12-31 14:00:00,Crime Against Property,BETHESDA,14,Wednesday
201558008,2025-12-31 13:58:00,Crime Against Property,TAKOMA PARK,13,Wednesday
201558077,2025-12-31 13:44:00,Crime Against Society,GERMANTOWN,13,Wednesday
201557998,2025-12-31 13:37:00,Crime Against Property,ROCKVILLE,13,Wednesday
201558000,2025-12-31 13:30:00,Crime Against Society,BETHESDA,13,Wednesday
201560063,2025-12-31 13:00:00,Crime Against Property,MONTGOMERY VILLAGE,13,Wednesday
201558076,2025-12-31 13:00:00,Crime Against Person,BETHESDA,13,Wednesday
201557993,2025-12-31 12:25:00,Crime Against Society,SILVER SPRING,12,Wednesday
201558549,2025-12-31 12:00:00,Crime Against Society,ROCKVILLE,12,Wednesday
201558002,2025-12-31 12:00:00,Crime Against Society,GERMANTOWN,12,Wednesday
201558389,2025-12-31 12:00:00,Crime Against Property,ROCKVILLE,12,Wednesday
201559893,2025-12-31 12:00:00,Crime Against Property,MONTGOMERY VILLAGE,12,Wednesday
201558389,2025-12-31 12:00:00,Crime Against Property,ROCKVILLE,12,Wednesday
201558060,2025-12-31 11:00:00,Crime Against Society,ROCKVILLE,11,Wednesday
201558004,2025-12-31 10:38:00,Crime Against Property,WHEATON,10,Wednesday
201557979,2025-12-31 10:11:00,Crime Against Property,GERMANTOWN,10,Wednesday
201558078,2025-12-31 10:07:00,Crime Against Property,SILVER SPRING,10,Wednesday
201557976,2025-12-31 09:57:00,Crime Against Society,MONTGOMERY VILLAGE,9,Wednesday
201557981,2025-12-31 09:49:00,Crime Against Property,SILVER SPRING,9,Wednesday
201557974,2025-12-31 09:40:00,Crime Against Person,WHEATON,9,Wednesday
201558025,2025-12-31 09:30:00,Crime Against Property,BETHESDA,9,Wednesday
201557984,2025-12-31 09:15:00,Crime Against Person,MONTGOMERY VILLAGE,9,Wednesday
201557972,2025-12-31 08:34:00,Crime Against Property,GERMANTOWN,8,Wednesday
201557967,2025-12-31 08:28:00,Crime Against Society,ROCKVILLE,8,Wednesday
201557970,2025-12-31 08:00:00,Crime Against Property,SILVER SPRING,8,Wednesday
201557973,2025-12-31 07:45:00,Crime Against Society,SILVER SPRING,7,Wednesday
201557969,2025-12-31 07:16:00,Crime Against Society,MONTGOMERY VILLAGE,7,Wednesday
201557966,2025-12-31 07:10:00,Crime Against Society,ROCKVILLE,7,Wednesday
201558005,2025-12-31 06:47:00,Crime Against Society,SILVER SPRING,6,Wednesday
201558099,2025-12-31 06:35:00,Crime Against Property,BETHESDA,6,Wednesday
201558074,2025-12-31 06:00:00,Crime Against Property,BETHESDA,6,Wednesday
201558980,2025-12-31 03:47:00,Crime Against Property,BETHESDA,3,Wednesday
201557957,2025-12-31 03:33:00,Crime Against Society,MONTGOMERY VILLAGE,3,Wednesday
201557956,2025-12-31 03:15:00,Crime Against Society,BETHESDA,3,Wednesday
201557955,2025-12-31 03:15:00,Crime Against Property,TAKOMA PARK,3,Wednesday
201557956,2025-12-31 03:15:00,Crime Against Property,BETHESDA,3,Wednesday
201557955,2025-12-31 03:15:00,Crime Against Property,TAKOMA PARK,3,Wednesday
201558635,2025-12-31 02:46:00,Crime Against Society,MONTGOMERY VILLAGE,2,Wednesday
201558020,2025-12-31 02:26:00,Crime Against Society,BETHESDA,2,Wednesday
201557953,2025-12-31 01:30:00,Crime Against Society,GERMANTOWN,1,Wednesday
201557948,2025-12-31 01:01:00,Crime Against Society,SILVER SPRING,1,Wednesday
201558177,2025-12-31 00:59:00,Crime Against Society,MONTGOMERY VILLAGE,0,Wednesday
201558029,2025-12-31 00:40:00,Crime Against Property,BETHESDA,0,Wednesday
201558030,2025-12-31 00:30:00,Crime Against Society,SILVER SPRING,0,Wednesday
201558394,2025-12-31 00:00:00,Crime Against Society,MONTGOMERY VILLAGE,0,Wednesday
201557933,2025-12-30 23:43:00,Crime Against Society,SILVER SPRING,23,Tuesday
201557987,2025-12-30 23:30:00,Crime Against Property,SILVER SPRING,23,Tuesday
201557980,2025-12-30 23:30:00,Crime Against Property,BETHESDA,23,Tuesday
201557941,2025-12-30 23:29:00,Crime Against Property,GERMANTOWN,23,Tuesday
201558256,2025-12-30 23:12:00,Crime Against Society,MONTGOMERY VILLAGE,23,Tuesday
201558256,2025-12-30 23:12:00,Crime Against Society,MONTGOMERY VILLAGE,23,Tuesday
201558043,2025-12-30 23:12:00,Crime Against Society,MONTGOMERY VILLAGE,23,Tuesday
201558256,2025-12-30 23:12:00,Crime Against Person,MONTGOMERY VILLAGE,23,Tuesday
201557937,2025-12-30 23:11:00,Crime Against Society,SILVER SPRING,23,Tuesday
201557939,2025-12-30 23:09:00,Crime Against Society,WHEATON,23,Tuesday
201557935,2025-12-30 23:04:00,Crime Against Society,GERMANTOWN,23,Tuesday
201557943,2025-12-30 23:00:00,Crime Against Person,SILVER SPRING,23,Tuesday
201558010,2025-12-30 23:00:00,Crime Against Property,ROCKVILLE,23,Tuesday
201557996,2025-12-30 23:00:00,Crime Against Property,WHEATON,23,Tuesday
201557950,2025-12-30 23:00:00,Crime Against Person,GERMANTOWN,23,Tuesday
201558452,2025-12-30 23:00:00,Crime Against Property,GERMANTOWN,23,Tuesday
201557985,2025-12-30 22:52:00,Crime Against Property,GERMANTOWN,22,Tuesday
201558124,2025-12-30 22:45:00,Crime Against Property,GERMANTOWN,22,Tuesday
201557927,2025-12-30 22:27:00,Crime Against Property,SILVER SPRING,22,Tuesday
201558774,2025-12-30 22:15:00,Crime Against Society,SILVER SPRING,22,Tuesday
201557992,2025-12-30 22:00:00,Crime Against Property,ROCKVILLE,22,Tuesday
201557928,2025-12-30 21:53:00,Crime Against Society,WHEATON,21,Tuesday
201557929,2025-12-30 21:40:00,Crime Against Society,WHEATON,21,Tuesday
201557930,2025-12-30 21:19:00,Crime Against Society,SILVER SPRING,21,Tuesday
201557942,2025-12-30 21:00:00,Crime Against Society,SILVER SPRING,21,Tuesday
201558143,2025-12-30 21:00:00,Crime Against Property,ROCKVILLE,21,Tuesday
201557964,2025-12-30 21:00:00,Crime Against Property,BETHESDA,21,Tuesday
201557940,2025-12-30 20:28:00,Crime Against Society,ROCKVILLE,20,Tuesday
201557916,2025-12-30 20:12:00,Crime Against Person,GERMANTOWN,20,Tuesday
201557923,2025-12-30 20:06:00,Crime Against Property,BETHESDA,20,Tuesday
201558136,2025-12-30 20:00:00,Crime Against Property,GERMANTOWN,20,Tuesday
201557921,2025-12-30 19:59:00,Crime Against Person,BETHESDA,19,Tuesday
201557924,2025-12-30 19:42:00,Crime Against Society,TAKOMA PARK,19,Tuesday
201557983,2025-12-30 19:30:00,Crime Against Property,GERMANTOWN,19,Tuesday
201558075,2025-12-30 19:30:00,Crime Against Property,GERMANTOWN,19,Tuesday
201557906,2025-12-30 19:21:00,Crime Against Person,SILVER SPRING,19,Tuesday
201558367,2025-12-30 19:09:00,Crime Against Society,WHEATON,19,Tuesday
201558007,2025-12-30 19:00:00,Crime Against Property,SILVER SPRING,19,Tuesday
201558007,2025-12-30 19:00:00,Crime Against Property,SILVER SPRING,19,Tuesday
201557910,2025-12-30 18:51:00,Crime Against Society,MONTGOMERY VILLAGE,18,Tuesday
201557912,2025-12-30 18:35:00,Crime Against Society,WHEATON,18,Tuesday
201557905,2025-12-30 18:24:00,Crime Against Society,WHEATON,18,Tuesday
201557895,2025-12-30 18:05:00,Crime Against Property,TAKOMA PARK,18,Tuesday
201558455,2025-12-30 18:00:00,Crime Against Property,GERMANTOWN,18,Tuesday
201557978,2025-12-30 18:00:00,Crime Against Property,BETHESDA,18,Tuesday
201557917,2025-12-30 17:58:00,Crime Against Person,SILVER SPRING,17,Tuesday
201557901,2025-12-30 17:54:00,Crime Against Property,GERMANTOWN,17,Tuesday
201557900,2025-12-30 17:35:00,Crime Against Property,SILVER SPRING,17,Tuesday
201558365,2025-12-30 17:30:00,Crime Against Property,GERMANTOWN,17,Tuesday
201557918,2025-12-30 17:26:00,Crime Against Property,WHEATON,17,Tuesday
201557891,2025-12-30 17:16:00,Crime Against Society,SILVER SPRING,17,Tuesday
201557911,2025-12-30 17:15:00,Crime Against Property,WHEATON,17,Tuesday
201557902,2025-12-30 17:04:00,Crime Against Person,SILVER SPRING,17,Tuesday
201558250,2025-12-30 17:00:00,Crime Against Property,BETHESDA,17,Tuesday
201558100,2025-12-30 17:00:00,Crime Against Property,MONTGOMERY VILLAGE,17,Tuesday
201558213,2025-12-30 17:00:00,Crime Against Property,BETHESDA,17,Tuesday
201557890,2025-12-30 16:51:00,Crime Against Property,SILVER SPRING,16,Tuesday
201557959,2025-12-30 16:50:00,Crime Against Property,SILVER SPRING,16,Tuesday
201557913,2025-12-30 16:50:00,Crime Against Property,MONTGOMERY VILLAGE,16,Tuesday
201558144,2025-12-30 16:39:00,Crime Against Property,MONTGOMERY VILLAGE,16,Tuesday
201557926,2025-12-30 16:33:00,Crime Against Property,BETHESDA,16,Tuesday
201557899,2025-12-30 16:17:00,Crime Against Property,SILVER SPRING,16,Tuesday
201558616,2025-12-30 16:10:00,Crime Against Society,GERMANTOWN,16,Tuesday
201558103,2025-12-30 16:00:00,Crime Against Property,BETHESDA,16,Tuesday
201558948,2025-12-30 16:00:00,Crime Against Property,SILVER SPRING,16,Tuesday
201558849,2025-12-30 16:00:00,Crime Against Society,ROCKVILLE,16,Tuesday
201559411,2025-12-30 15:30:00,Crime Against Property,BETHESDA,15,Tuesday
201557887,2025-12-30 15:29:00,Crime Against Society,SILVER SPRING,15,Tuesday
201557878,2025-12-30 15:28:00,Crime Against Property,GERMANTOWN,15,Tuesday
201557889,2025-12-30 15:19:00,Crime Against Property,SILVER SPRING,15,Tuesday
201557877,2025-12-30 15:07:00,Crime Against Property,GERMANTOWN,15,Tuesday
201558036,2025-12-30 15:00:00,Crime Against Property,BETHESDA,15,Tuesday
201557977,2025-12-30 15:00:00,Crime Against Property,TAKOMA PARK,15,Tuesday
201559043,2025-12-30 15:00:00,Crime Against Property,SILVER SPRING,15,Tuesday
201557915,2025-12-30 15:00:00,Crime Against Society,MONTGOMERY VILLAGE,15,Tuesday
201557869,2025-12-30 14:50:00,Crime Against Person,SILVER SPRING,14,Tuesday
201557881,2025-12-30 14:48:00,Crime Against Property,WHEATON,14,Tuesday
201557952,2025-12-30 14:47:00,Crime Against Property,GERMANTOWN,14,Tuesday
201557897,2025-12-30 14:33:00,Crime Against Person,BETHESDA,14,Tuesday
201557897,2025-12-30 14:33:00,Crime Against Property,BETHESDA,14,Tuesday
201558033,2025-12-30 14:30:00,Crime Against Property,BETHESDA,14,Tuesday
201558033,2025-12-30 14:30:00,Crime Against Property,BETHESDA,14,Tuesday
201557870,2025-12-30 14:05:00,Crime Against Property,MONTGOMERY VILLAGE,14,Tuesday
201557879,2025-12-30 14:05:00,Crime Against Property,TAKOMA PARK,14,Tuesday
201557896,2025-12-30 14:00:00,Crime Against Property,ROCKVILLE,14,Tuesday
201557896,2025-12-30 14:00:00,Crime Against Property,ROCKVILLE,14,Tuesday
201557975,2025-12-30 13:44:00,Crime Against Society,WHEATON,13,Tuesday
201557862,2025-12-30 13:30:00,Crime Against Society,BETHESDA,13,Tuesday
201558982,2025-12-30 13:06:00,Crime Against Property,ROCKVILLE,13,Tuesday
201557865,2025-12-30 12:55:00,Crime Against Person,GERMANTOWN,12,Tuesday
201560843,2025-12-30 12:54:00,Crime Against Society,MONTGOMERY VILLAGE,12,Tuesday
201557960,2025-12-30 12:18:00,Crime Against Society,GERMANTOWN,12,Tuesday
201557850,2025-12-30 12:15:00,Crime Against Society,WHEATON,12,Tuesday
201557857,2025-12-30 12:15:00,Crime Against Society,GERMANTOWN,12,Tuesday
201560810,2025-12-30 12:09:00,Crime Against Property,GERMANTOWN,12,Tuesday
201558054,2025-12-30 12:00:00,Crime Against Property,BETHESDA,12,Tuesday
201559775,2025-12-30 12:00:00,Crime Against Property,SILVER SPRING,12,Tuesday
201557851,2025-12-30 11:50:00,Crime Against Society,SILVER SPRING,11,Tuesday
201557914,2025-12-30 11:48:00,Crime Against Property,MONTGOMERY VILLAGE,11,Tuesday
201557995,2025-12-30 11:43:00,Crime Against Property,WHEATON,11,Tuesday
201557854,2025-12-30 11:11:00,Crime Against Person,GERMANTOWN,11,Tuesday
201557994,2025-12-30 11:00:00,Crime Against Person,ROCKVILLE,11,Tuesday
201557839,2025-12-30 10:37:00,Crime Against Society,TAKOMA PARK,10,Tuesday
201558205,2025-12-30 10:30:00,Crime Against Property,GERMANTOWN,10,Tuesday
201557855,2025-12-30 10:06:00,Crime Against Person,BETHESDA,10,Tuesday
201557848,2025-12-30 10:01:00,Crime Against Society,MONTGOMERY VILLAGE,10,Tuesday
201557840,2025-12-30 09:50:00,Crime Against Person,MONTGOMERY VILLAGE,9,Tuesday
201557852,2025-12-30 09:37:00,Crime Against Property,WHEATON,9,Tuesday
201557861,2025-12-30 08:22:00,Crime Against Property,TAKOMA PARK,8,Tuesday
201557832,2025-12-30 07:47:00,Crime Against Society,SILVER SPRING,7,Tuesday
201557871,2025-12-30 07:36:00,Crime Against Property,SILVER SPRING,7,Tuesday
201557963,2025-12-30 07:18:00,Crime Against Property,BETHESDA,7,Tuesday
201557860,2025-12-30 07:09:00,Crime Against Society,BETHESDA,7,Tuesday
201558601,2025-12-30 07:00:00,Crime Against Property,MONTGOMERY VILLAGE,7,Tuesday
201557825,2025-12-30 04:50:00,Crime Against Property,TAKOMA PARK,4,Tuesday
201557954,2025-12-30 03:17:00,Crime Against Society,MONTGOMERY VILLAGE,3,Tuesday
201557858,2025-12-30 03:00:00,Crime Against Property,SILVER SPRING,3,Tuesday
201557907,2025-12-30 01:41:00,Crime Against Society,MONTGOMERY VILLAGE,1,Tuesday
201558502,2025-12-30 01:19:00,Crime Against Property,SILVER SPRING,1,Tuesday
201557958,2025-12-30 01:05:00,Crime Against Person,TAKOMA PARK,1,Tuesday
201558486,2025-12-30 00:44:00,Crime Against Society,TAKOMA PARK,0,Tuesday
201558709,2025-12-30 00:05:00,Crime Against Property,SILVER SPRING,0,Tuesday
201559009,2025-12-30 00:00:00,Crime Against Property,BETHESDA,0,Tuesday
201558567,2025-12-30 00:00:00,Crime Against Property,SILVER SPRING,0,Tuesday
201558199,2025-12-30 00:00:00,Crime Against Society,ROCKVILLE,0,Tuesday
201557908,2025-12-30 00:00:00,Crime Against Society,BETHESDA,0,Tuesday
201558247,2025-12-30 00:00:00,Crime Against Property,GERMANTOWN,0,Tuesday
201557875,2025-12-30 00:00:00,Crime Against Property,SILVER SPRING,0,Tuesday
201557809,2025-12-29 23:42:00,Crime Against Person,SILVER SPRING,23,Monday
201557815,2025-12-29 23:38:00,Crime Against Property,ROCKVILLE,23,Monday
201557816,2025-12-29 23:37:00,Crime Against Property,BETHESDA,23,Monday
201557816,2025-12-29 23:37:00,Crime Against Society,BETHESDA,23,Monday
201557816,2025-12-29 23:37:00,Crime Against Society,BETHESDA,23,Monday
201557810,2025-12-29 23:13:00,Crime Against Person,SILVER SPRING,23,Monday
201557818,2025-12-29 23:08:00,Crime Against Society,GERMANTOWN,23,Monday
201557808,2025-12-29 22:36:00,Crime Against Property,BETHESDA,22,Monday
201557802,2025-12-29 22:29:00,Crime Against Property,SILVER SPRING,22,Monday
201557872,2025-12-29 22:27:00,Crime Against Society,WHEATON,22,Monday
201557826,2025-12-29 22:00:00,Crime Against Property,BETHESDA,22,Monday
201559024,2025-12-29 22:00:00,Crime Against Property,BETHESDA,22,Monday
201557826,2025-12-29 22:00:00,Crime Against Property,BETHESDA,22,Monday
201557883,2025-12-29 22:00:00,Crime Against Property,MONTGOMERY VILLAGE,22,Monday
201557796,2025-12-29 21:48:00,Crime Against Society,SILVER SPRING,21,Monday
201557800,2025-12-29 21:48:00,Crime Against Property,BETHESDA,21,Monday
201557831,2025-12-29 21:40:00,Crime Against Property,SILVER SPRING,21,Monday
201557819,2025-12-29 21:27:00,Crime Against Property,GERMANTOWN,21,Monday
201557812,2025-12-29 21:19:00,Crime Against Person,ROCKVILLE,21,Monday
201557788,2025-12-29 21:05:00,Crime Against Property,GERMANTOWN,21,Monday
201557920,2025-12-29 21:00:00,Crime Against Property,MONTGOMERY VILLAGE,21,Monday
201557784,2025-12-29 20:35:00,Crime Against Property,SILVER SPRING,20,Monday
201557783,2025-12-29 20:33:00,Crime Against Property,ROCKVILLE,20,Monday
201557893,2025-12-29 20:30:00,Crime Against Property,WHEATON,20,Monday
201557793,2025-12-29 20:29:00,Crime Against Society,GERMANTOWN,20,Monday
201557797,2025-12-29 20:17:00,Crime Against Property,GERMANTOWN,20,Monday
201557790,2025-12-29 20:16:00,Crime Against Not a Crime,MONTGOMERY VILLAGE,20,Monday
201558547,2025-12-29 20:10:00,Crime Against Property,SILVER SPRING,20,Monday
201557837,2025-12-29 20:00:00,Crime Against Property,SILVER SPRING,20,Monday
201558545,2025-12-29 19:50:00,Crime Against Property,SILVER SPRING,19,Monday
201557768,2025-12-29 19:17:00,Crime Against Property,ROCKVILLE,19,Monday
201557782,2025-12-29 19:13:00,Crime Against Property,GERMANTOWN,19,Monday
201557782,2025-12-29 19:13:00,Crime Against Person,GERMANTOWN,19,Monday
201557773,2025-12-29 18:45:00,Crime Against Society,SILVER SPRING,18,Monday
201558148,2025-12-29 18:43:00,Crime Against Property,SILVER SPRING,18,Monday
201557767,2025-12-29 18:39:00,Crime Against Property,GERMANTOWN,18,Monday
201557880,2025-12-29 18:00:00,Crime Against Property,BETHESDA,18,Monday
201557779,2025-12-29 18:00:00,Crime Against Not a Crime,BETHESDA,18,Monday
201557771,2025-12-29 17:55:00,Crime Against Property,WHEATON,17,Monday
201557766,2025-12-29 17:53:00,Crime Against Property,BETHESDA,17,Monday
201557931,2025-12-29 17:50:00,Crime Against Person,SILVER SPRING,17,Monday
201557794,2025-12-29 17:36:00,Crime Against Person,MONTGOMERY VILLAGE,17,Monday
201557780,2025-12-29 17:22:00,Crime Against Property,GERMANTOWN,17,Monday
201557934,2025-12-29 17:10:00,Crime Against Society,GERMANTOWN,17,Monday
201557934,2025-12-29 17:10:00,Crime Against Person,GERMANTOWN,17,Monday
201558552,2025-12-29 17:05:00,Crime Against Society,WHEATON,17,Monday
201558193,2025-12-29 17:00:00,Crime Against Property,ROCKVILLE,17,Monday
201557838,2025-12-29 16:49:00,Crime Against Property,MONTGOMERY VILLAGE,16,Monday
201557909,2025-12-29 16:33:00,Crime Against Person,MONTGOMERY VILLAGE,16,Monday
201557745,2025-12-29 16:31:00,Crime Against Property,SILVER SPRING,16,Monday
201557834,2025-12-29 16:30:00,Crime Against Person,ROCKVILLE,16,Monday
201557795,2025-12-29 16:28:00,Crime Against Society,MONTGOMERY VILLAGE,16,Monday
201557762,2025-12-29 16:12:00,Crime Against Property,SILVER SPRING,16,Monday
201557789,2025-12-29 16:00:00,Crime Against Society,BETHESDA,16,Monday
201557740,2025-12-29 15:57:00,Crime Against Property,ROCKVILLE,15,Monday
201558195,2025-12-29 15:45:00,Crime Against Society,MONTGOMERY VILLAGE,15,Monday
201557791,2025-12-29 15:42:00,Crime Against Society,BETHESDA,15,Monday
201557898,2025-12-29 15:35:00,Crime Against Society,GERMANTOWN,15,Monday
201557898,2025-12-29 15:35:00,Crime Against Society,GERMANTOWN,15,Monday
201557803,2025-12-29 15:30:00,Crime Against Property,BETHESDA,15,Monday
201557803,2025-12-29 15:30:00,Crime Against Property,BETHESDA,15,Monday
201557753,2025-12-29 15:15:00,Crime Against Property,WHEATON,15,Monday
201557747,2025-12-29 15:10:00,Crime Against Property,BETHESDA,15,Monday
201557836,2025-12-29 15:04:00,Crime Against Property,MONTGOMERY VILLAGE,15,Monday
201560953,2025-12-29 15:00:00,Crime Against Property,MONTGOMERY VILLAGE,15,Monday
201557765,2025-12-29 14:40:00,Crime Against Property,SILVER SPRING,14,Monday
201557738,2025-12-29 14:37:00,Crime Against Society,WHEATON,14,Monday
201557867,2025-12-29 14:33:00,Crime Against Society,SILVER SPRING,14,Monday
201557777,2025-12-29 14:31:00,Crime Against Property,SILVER SPRING,14,Monday
201557744,2025-12-29 14:25:00,Crime Against Society,GERMANTOWN,14,Monday
201557732,2025-12-29 14:21:00,Crime Against Society,BETHESDA,14,Monday
201557863,2025-12-29 14:13:00,Crime Against Society,SILVER SPRING,14,Monday
201557949,2025-12-29 14:00:00,Crime Against Property,MONTGOMERY VILLAGE,14,Monday
201557728,2025-12-29 13:58:00,Crime Against Property,GERMANTOWN,13,Monday
201557729,2025-12-29 13:53:00,Crime Against Society,BETHESDA,13,Monday
201557727,2025-12-29 13:49:00,Crime Against Society,WHEATON,13,Monday
201557830,2025-12-29 13:40:00,Crime Against Property,ROCKVILLE,13,Monday
201557830,2025-12-29 13:40:00,Crime Against Property,ROCKVILLE,13,Monday
201557756,2025-12-29 13:23:00,Crime Against Society,SILVER SPRING,13,Monday
201557792,2025-12-29 13:17:00,Crime Against Property,BETHESDA,13,Monday
201559608,2025-12-29 13:00:00,Crime Against Property,MONTGOMERY VILLAGE,13,Monday
201559138,2025-12-29 13:00:00,Crime Against Society,BETHESDA,13,Monday
201557731,2025-12-29 12:48:00,Crime Against Society,BETHESDA,12,Monday
201557713,2025-12-29 12:35:00,Crime Against Society,MONTGOMERY VILLAGE,12,Monday
201557724,2025-12-29 12:33:00,Crime Against Society,BETHESDA,12,Monday
201557886,2025-12-29 12:17:00,Crime Against Property,BETHESDA,12,Monday
201558086,2025-12-29 12:15:00,Crime Against Property,BETHESDA,12,Monday
201557849,2025-12-29 12:08:00,Crime Against Society,ROCKVILLE,12,Monday
201558230,2025-12-29 12:01:00,Crime Against Society,SILVER SPRING,12,Monday
201557778,2025-12-29 12:00:00,Crime Against Property,MONTGOMERY VILLAGE,12,Monday
201557721,2025-12-29 12:00:00,Crime Against Person,GERMANTOWN,12,Monday
201560407,2025-12-29 12:00:00,Crime Against Property,BETHESDA,12,Monday
201558141,2025-12-29 12:00:00,Crime Against Society,ROCKVILLE,12,Monday
201559452,2025-12-29 12:00:00,Crime Against Property,SILVER SPRING,12,Monday
201557776,2025-12-29 11:53:00,Crime Against Property,ROCKVILLE,11,Monday
201557833,2025-12-29 11:36:00,Crime Against Property,BETHESDA,11,Monday
201558543,2025-12-29 11:34:00,Crime Against Property,SILVER SPRING,11,Monday
201557842,2025-12-29 11:26:00,Crime Against Society,ROCKVILLE,11,Monday
201559155,2025-12-29 11:25:00,Crime Against Society,MONTGOMERY VILLAGE,11,Monday
